"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2021 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2021 JIF,JIF Quartile,2021 JCI,% of Citable OA
"BIOSENSORS & BIOELECTRONICS","BIOSENS BIOELECTRON","ELSEVIER ADVANCED TECHNOLOGY","0956-5663","1873-4235","NANOSCIENCE & NANOTECHNOLOGY","SCIE","79,417","12.545","Q1","2.17","2.93"%,
"JACC-Heart Failure","JACC-HEART FAIL","ELSEVIER SCI LTD","2213-1779","2213-1787","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","7,129","12.544","Q1","2.55","17.28"%,
"ADMINISTRATIVE SCIENCE QUARTERLY","ADMIN SCI QUART","SAGE PUBLICATIONS INC","0001-8392","1930-3815","BUSINESS","SSCI","24,247","12.529","Q1","2.71","30"%,
"ADMINISTRATIVE SCIENCE QUARTERLY","ADMIN SCI QUART","SAGE PUBLICATIONS INC","0001-8392","1930-3815","MANAGEMENT","SSCI","24,247","12.529","Q1","2.71","30"%,
"Journal for ImmunoTherapy of Cancer","J IMMUNOTHER CANCER","BMJ PUBLISHING GROUP","N/A","2051-1426","IMMUNOLOGY","SCIE","17,969","12.485","Q1","1.97","99.63"%,
"Journal for ImmunoTherapy of Cancer","J IMMUNOTHER CANCER","BMJ PUBLISHING GROUP","N/A","2051-1426","ONCOLOGY","SCIE","17,969","12.485","Q1","1.97","99.63"%,
"AMERICAN SOCIOLOGICAL REVIEW","AM SOCIOL REV","SAGE PUBLICATIONS INC","0003-1224","1939-8271","SOCIOLOGY","SSCI","26,488","12.444","Q1","4.69","11.21"%,
"EUROPEAN JOURNAL OF EPIDEMIOLOGY","EUR J EPIDEMIOL","SPRINGER","0393-2990","1573-7284","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","14,229","12.442","Q1","2.85","53.82"%,
"Liver Cancer","LIVER CANCER","KARGER","2235-1795","1664-5553","GASTROENTEROLOGY & HEPATOLOGY","SCIE","2,266","12.43","Q1","1.96","100"%,
"Liver Cancer","LIVER CANCER","KARGER","2235-1795","1664-5553","ONCOLOGY","SCIE","2,266","12.43","Q1","1.96","100"%,
"PROGRESS IN PARTICLE AND NUCLEAR PHYSICS","PROG PART NUCL PHYS","ELSEVIER","0146-6410","1873-2224","PHYSICS, NUCLEAR","SCIE","5,226","12.425","Q1","2.25","9.24"%,
"PROGRESS IN PARTICLE AND NUCLEAR PHYSICS","PROG PART NUCL PHYS","ELSEVIER","0146-6410","1873-2224","PHYSICS, PARTICLES & FIELDS","SCIE","5,226","12.425","Q1","2.25","9.24"%,
"BASIC RESEARCH IN CARDIOLOGY","BASIC RES CARDIOL","SPRINGER HEIDELBERG","0300-8428","1435-1803","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","6,119","12.416","Q1","2.81","52.02"%,
"Annual Review of Analytical Chemistry","ANNU REV ANAL CHEM","ANNUAL REVIEWS","1936-1327","1936-1335","CHEMISTRY, ANALYTICAL","SCIE","2,967","12.4","Q1","3.54","0"%,
"Annual Review of Analytical Chemistry","ANNU REV ANAL CHEM","ANNUAL REVIEWS","1936-1327","1936-1335","SPECTROSCOPY","SCIE","2,967","12.4","Q1","3.54","0"%,
"MEDICINAL RESEARCH REVIEWS","MED RES REV","WILEY","0198-6325","1098-1128","CHEMISTRY, MEDICINAL","SCIE","7,973","12.388","Q1","1.68","14.23"%,
"MEDICINAL RESEARCH REVIEWS","MED RES REV","WILEY","0198-6325","1098-1128","PHARMACOLOGY & PHARMACY","SCIE","7,973","12.388","Q1","1.68","14.23"%,
"NEUROPSYCHOBIOLOGY","NEUROPSYCHOBIOLOGY","KARGER","0302-282X","1423-0224","NEUROSCIENCES","SCIE","3,757","12.329","Q1","1.46","5.6"%,
"NEUROPSYCHOBIOLOGY","NEUROPSYCHOBIOLOGY","KARGER","0302-282X","1423-0224","PSYCHIATRY","SCIE","3,757","12.329","Q1","1.46","5.6"%,
"NEUROPSYCHOBIOLOGY","NEUROPSYCHOBIOLOGY","KARGER","0302-282X","1423-0224","PSYCHOLOGY","SCIE","3,757","12.329","Q1","1.46","5.6"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","CHEMISTRY, MULTIDISCIPLINARY","SCIE","183,125","12.262","Q1","1.95","9.71"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","CHEMISTRY, PHYSICAL","SCIE","183,125","12.262","Q1","1.95","9.71"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","183,125","12.262","Q1","1.95","9.71"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","NANOSCIENCE & NANOTECHNOLOGY","SCIE","183,125","12.262","Q1","1.95","9.71"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","PHYSICS, APPLIED","SCIE","183,125","12.262","Q1","1.95","9.71"%,
"NANO LETTERS","NANO LETT","AMER CHEMICAL SOC","1530-6984","1530-6992","PHYSICS, CONDENSED MATTER","SCIE","183,125","12.262","Q1","1.95","9.71"%,
"NEUROLOGY","NEUROLOGY","LIPPINCOTT WILLIAMS & WILKINS","0028-3878","1526-632X","CLINICAL NEUROLOGY","SCIE","115,450","12.258","Q1","2.63","20.59"%,
"npj Computational Materials","NPJ COMPUT MATER","NATURE PORTFOLIO","N/A","2057-3960","CHEMISTRY, PHYSICAL","SCIE","7,303","12.256","Q1","1.57","99.61"%,
"npj Computational Materials","NPJ COMPUT MATER","NATURE PORTFOLIO","N/A","2057-3960","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","7,303","12.256","Q1","1.57","99.61"%,
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1063-6706","1941-0034","COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE","SCIE","25,583","12.253","Q1","2.87","1.75"%,
"IEEE TRANSACTIONS ON FUZZY SYSTEMS","IEEE T FUZZY SYST","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1063-6706","1941-0034","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","25,583","12.253","Q1","2.87","1.75"%,
"PERIODONTOLOGY 2000","PERIODONTOL 2000","WILEY","0906-6713","1600-0757","DENTISTRY, ORAL SURGERY & MEDICINE","SCIE","8,169","12.239","Q1","2.36","17.93"%,
"MAYO CLINIC PROCEEDINGS","MAYO CLIN PROC","ELSEVIER SCIENCE INC","0025-6196","1942-5546","MEDICINE, GENERAL & INTERNAL","SCIE","23,573","12.213","Q1","1.7","11.69"%,
"EcoMat","ECOMAT","WILEY","N/A","2567-3173","CHEMISTRY, PHYSICAL","SCIE","766","12.213","Q1","1","89.09"%,
"EcoMat","ECOMAT","WILEY","N/A","2567-3173","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","766","12.213","Q1","1","89.09"%,
"EcoMat","ECOMAT","WILEY","N/A","2567-3173","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","766","12.213","Q1","1","89.09"%,
"npj Clean Water","NPJ CLEAN WATER","NATURE PORTFOLIO","2059-7037","2059-7037","ENGINEERING, CHEMICAL","SCIE","1,231","12.19","Q1","1.55","99.07"%,
"npj Clean Water","NPJ CLEAN WATER","NATURE PORTFOLIO","2059-7037","2059-7037","ENVIRONMENTAL SCIENCES","SCIE","1,231","12.19","Q1","1.55","99.07"%,
"npj Clean Water","NPJ CLEAN WATER","NATURE PORTFOLIO","2059-7037","2059-7037","WATER RESOURCES","SCIE","1,231","12.19","Q1","1.55","99.07"%,
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","SPRINGERNATURE","1226-3613","2092-6413","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","12,197","12.172","Q1","1.5","100"%,
"EXPERIMENTAL AND MOLECULAR MEDICINE","EXP MOL MED","SPRINGERNATURE","1226-3613","2092-6413","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","12,197","12.172","Q1","1.5","100"%,
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","WILEY","1323-1316","1440-1819","CLINICAL NEUROLOGY","SCIE","6,445","12.145","Q1","1.01","20.83"%,
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","WILEY","1323-1316","1440-1819","NEUROSCIENCES","SCIE","6,445","12.145","Q1","1.01","20.83"%,
"PSYCHIATRY AND CLINICAL NEUROSCIENCES","PSYCHIAT CLIN NEUROS","WILEY","1323-1316","1440-1819","PSYCHIATRY","SCIE","6,445","12.145","Q1","1.01","20.83"%,
"HARVARD BUSINESS REVIEW","HARVARD BUS REV","HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION","0017-8012","0017-8012","BUSINESS","SSCI","23,815","12.129","Q1","0.56","0"%,
"HARVARD BUSINESS REVIEW","HARVARD BUS REV","HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION","0017-8012","0017-8012","MANAGEMENT","SSCI","23,815","12.129","Q1","0.56","0"%,
"CLINICAL CHEMISTRY","CLIN CHEM","OXFORD UNIV PRESS INC","0009-9147","1530-8561","MEDICAL LABORATORY TECHNOLOGY","SCIE","30,661","12.114","Q1","2.94","18.7"%,
"PLANT CELL","PLANT CELL","OXFORD UNIV PRESS INC","1040-4651","1532-298X","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","67,319","12.085","Q1","2.3","35.36"%,
"PLANT CELL","PLANT CELL","OXFORD UNIV PRESS INC","1040-4651","1532-298X","CELL BIOLOGY","SCIE","67,319","12.085","Q1","2.3","35.36"%,
"PLANT CELL","PLANT CELL","OXFORD UNIV PRESS INC","1040-4651","1532-298X","PLANT SCIENCES","SCIE","67,319","12.085","Q1","2.3","35.36"%,
"JOURNAL OF VOCATIONAL BEHAVIOR","J VOCAT BEHAV","ACADEMIC PRESS INC ELSEVIER SCIENCE","0001-8791","1095-9084","PSYCHOLOGY, APPLIED","SSCI","18,542","12.082","Q1","1.95","10.88"%,
"JOURNAL OF PINEAL RESEARCH","J PINEAL RES","WILEY","0742-3098","1600-079X","ENDOCRINOLOGY & METABOLISM","SCIE","13,422","12.081","Q1","2.79","15.34"%,
"JOURNAL OF PINEAL RESEARCH","J PINEAL RES","WILEY","0742-3098","1600-079X","NEUROSCIENCES","SCIE","13,422","12.081","Q1","2.79","15.34"%,
"JOURNAL OF PINEAL RESEARCH","J PINEAL RES","WILEY","0742-3098","1600-079X","PHYSIOLOGY","SCIE","13,422","12.081","Q1","2.79","15.34"%,
"Annual Review of Political Science","ANNU REV POLIT SCI","ANNUAL REVIEWS","1094-2939","1545-1577","POLITICAL SCIENCE","SSCI","5,739","12.077","Q1","4.4","29.73"%,
"CELL DEATH AND DIFFERENTIATION","CELL DEATH DIFFER","SPRINGERNATURE","1350-9047","1476-5403","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","31,033","12.073","Q1","1.87","46.72"%,
"CELL DEATH AND DIFFERENTIATION","CELL DEATH DIFFER","SPRINGERNATURE","1350-9047","1476-5403","CELL BIOLOGY","SCIE","31,033","12.073","Q1","1.87","46.72"%,
"INTERNATIONAL JOURNAL OF INFECTIOUS DISEASES","INT J INFECT DIS","ELSEVIER SCI LTD","1201-9712","1878-3511","INFECTIOUS DISEASES","SCIE","26,024","12.073","Q1","1.48","98.94"%,
"Journal of Cachexia Sarcopenia and Muscle","J CACHEXIA SARCOPENI","WILEY","2190-5991","2190-6009","GERIATRICS & GERONTOLOGY","SCIE","7,461","12.063","Q1","2.28","89.45"%,
"Journal of Cachexia Sarcopenia and Muscle","J CACHEXIA SARCOPENI","WILEY","2190-5991","2190-6009","MEDICINE, GENERAL & INTERNAL","SCIE","7,461","12.063","Q1","2.28","89.45"%,
"AMERICAN JOURNAL OF GASTROENTEROLOGY","AM J GASTROENTEROL","LIPPINCOTT WILLIAMS & WILKINS","0002-9270","1572-0241","GASTROENTEROLOGY & HEPATOLOGY","SCIE","39,397","12.045","Q1","2.1","7.06"%,
"EARTH-SCIENCE REVIEWS","EARTH-SCI REV","ELSEVIER","0012-8252","1872-6828","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","33,708","12.038","Q1","1.87","16.13"%,
"Cancer Immunology Research","CANCER IMMUNOL RES","AMER ASSOC CANCER RESEARCH","2326-6066","2326-6074","IMMUNOLOGY","SCIE","13,374","12.02","Q1","2.15","2.66"%,
"Cancer Immunology Research","CANCER IMMUNOL RES","AMER ASSOC CANCER RESEARCH","2326-6066","2326-6074","ONCOLOGY","SCIE","13,374","12.02","Q1","2.15","2.66"%,
"npj Flexible Electronics","NPJ FLEX ELECTRON","NATURE PORTFOLIO","N/A","2397-4621","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","1,331","12.019","Q1","2.08","100"%,
"npj Flexible Electronics","NPJ FLEX ELECTRON","NATURE PORTFOLIO","N/A","2397-4621","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","1,331","12.019","Q1","2.08","100"%,
"CEMENT AND CONCRETE RESEARCH","CEMENT CONCRETE RES","PERGAMON-ELSEVIER SCIENCE LTD","0008-8846","1873-3948","CONSTRUCTION & BUILDING TECHNOLOGY","SCIE","63,406","11.958","Q1","2.15","12.47"%,
"CEMENT AND CONCRETE RESEARCH","CEMENT CONCRETE RES","PERGAMON-ELSEVIER SCIENCE LTD","0008-8846","1873-3948","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","63,406","11.958","Q1","2.15","12.47"%,
"Annual Review of Control Robotics and Autonomous Systems","ANNU REV CONTR ROBOT","ANNUAL REVIEWS","2573-5144","2573-5144","AUTOMATION & CONTROL SYSTEMS","SCIE","747","11.943","Q1","0.66","0"%,
"Annual Review of Control Robotics and Autonomous Systems","ANNU REV CONTR ROBOT","ANNUAL REVIEWS","2573-5144","2573-5144","ROBOTICS","SCIE","747","11.943","Q1","0.66","0"%,
"SPORTS MEDICINE","SPORTS MED","ADIS INT LTD","0112-1642","1179-2035","SPORT SCIENCES","SCIE","28,023","11.928","Q1","2.16","31.33"%,
"Annual Review of Cell and Developmental Biology","ANNU REV CELL DEV BI","ANNUAL REVIEWS","1081-0706","1530-8995","CELL BIOLOGY","SCIE","12,402","11.902","Q1","1.23","1.37"%,
"Annual Review of Cell and Developmental Biology","ANNU REV CELL DEV BI","ANNUAL REVIEWS","1081-0706","1530-8995","DEVELOPMENTAL BIOLOGY","SCIE","12,402","11.902","Q1","1.23","1.37"%,
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","ELSEVIER SCI LTD","0960-8524","1873-2976","AGRICULTURAL ENGINEERING","SCIE","195,583","11.889","Q1","1.75","3.51"%,
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","ELSEVIER SCI LTD","0960-8524","1873-2976","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","195,583","11.889","Q1","1.75","3.51"%,
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","ELSEVIER SCI LTD","0960-8524","1873-2976","ENERGY & FUELS","SCIE","195,583","11.889","Q1","1.75","3.51"%,
"Cochrane Database of Systematic Reviews","COCHRANE DB SYST REV","WILEY","1469-493X","1361-6137","MEDICINE, GENERAL & INTERNAL","SCIE","92,845","11.874","Q1","1.33","0.06"%,
"Journal of Magnesium and Alloys","J MAGNES ALLOY","KEAI PUBLISHING LTD","2213-9567","2213-9567","METALLURGY & METALLURGICAL ENGINEERING","SCIE","4,950","11.862","Q1","2.11","97.04"%,
"PHYSIOLOGY","PHYSIOLOGY","AMER PHYSIOLOGICAL SOC","1548-9213","1548-9221","PHYSIOLOGY","SCIE","5,330","11.846","Q1","1.17","3.16"%,
"TRENDS IN GENETICS","TRENDS GENET","ELSEVIER SCIENCE LONDON","0168-9525","1362-4555","GENETICS & HEREDITY","SCIE","15,686","11.821","Q1","1.4","22.67"%,
"JAMA Dermatology","JAMA DERMATOL","AMER MEDICAL ASSOC","2168-6068","2168-6084","DERMATOLOGY","SCIE","9,228","11.816","Q1","3.19","9.38"%,
"JNCI-Journal of the National Cancer Institute","JNCI-J NATL CANCER I","OXFORD UNIV PRESS INC","0027-8874","1460-2105","ONCOLOGY","SCIE","42,351","11.816","Q1","2.3","25.38"%,
"Earth System Science Data","EARTH SYST SCI DATA","COPERNICUS GESELLSCHAFT MBH","1866-3508","1866-3516","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","8,462","11.815","Q1","2.09","99.49"%,
"Earth System Science Data","EARTH SYST SCI DATA","COPERNICUS GESELLSCHAFT MBH","1866-3508","1866-3516","METEOROLOGY & ATMOSPHERIC SCIENCES","SCIE","8,462","11.815","Q1","2.09","99.49"%,
"BMC Medicine","BMC MED","BMC","1741-7015","1741-7015","MEDICINE, GENERAL & INTERNAL","SCIE","25,254","11.806","Q1","2.16","99.53"%,
"Advanced Composites and Hybrid Materials","ADV COMPOS HYBRID MA","SPRINGERNATURE","2522-0128","2522-0136","MATERIALS SCIENCE, COMPOSITES","SCIE","2,588","11.806","Q1","1.17","1.62"%,
"Advanced Composites and Hybrid Materials","ADV COMPOS HYBRID MA","SPRINGERNATURE","2522-0128","2522-0136","NANOSCIENCE & NANOTECHNOLOGY","SCIE","2,588","11.806","Q1","1.17","1.62"%,
"JOURNAL OF APPLIED PSYCHOLOGY","J APPL PSYCHOL","AMER PSYCHOLOGICAL ASSOC","0021-9010","1939-1854","MANAGEMENT","SSCI","59,528","11.802","Q1","2.73","0"%,
"JOURNAL OF APPLIED PSYCHOLOGY","J APPL PSYCHOL","AMER PSYCHOLOGICAL ASSOC","0021-9010","1939-1854","PSYCHOLOGY, APPLIED","SSCI","59,528","11.802","Q1","2.73","0"%,
"AGEING RESEARCH REVIEWS","AGEING RES REV","ELSEVIER IRELAND LTD","1568-1637","1872-9649","CELL BIOLOGY","SCIE","12,789","11.788","Q1","1.32","20.13"%,
"AGEING RESEARCH REVIEWS","AGEING RES REV","ELSEVIER IRELAND LTD","1568-1637","1872-9649","GERIATRICS & GERONTOLOGY","SCIE","12,789","11.788","Q1","1.32","20.13"%,
"British Journal of Surgery","BRIT J SURG","OXFORD UNIV PRESS","0007-1323","1365-2168","SURGERY","SCIE","30,383","11.782","Q1","3.1","24.12"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","GEOGRAPHY, PHYSICAL","SCIE","23,294","11.774","Q1","2.46","15.05"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","GEOSCIENCES, MULTIDISCIPLINARY","SCIE","23,294","11.774","Q1","2.46","15.05"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","23,294","11.774","Q1","2.46","15.05"%,
"ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING","ISPRS J PHOTOGRAMM","ELSEVIER","0924-2716","1872-8235","REMOTE SENSING","SCIE","23,294","11.774","Q1","2.46","15.05"%,
"Seminars in Immunopathology","SEMIN IMMUNOPATHOL","SPRINGER HEIDELBERG","1863-2297","1863-2300","IMMUNOLOGY","SCIE","6,468","11.759","Q1","1.49","40.7"%,
"Seminars in Immunopathology","SEMIN IMMUNOPATHOL","SPRINGER HEIDELBERG","1863-2297","1863-2300","PATHOLOGY","SCIE","6,468","11.759","Q1","1.49","40.7"%,
"CRITICAL REVIEWS IN ENVIRONMENTAL SCIENCE AND TECHNOLOGY","CRIT REV ENV SCI TEC","TAYLOR & FRANCIS INC","1064-3389","1547-6537","ENVIRONMENTAL SCIENCES","SCIE","11,538","11.75","Q1","0.72","8.06"%,
"BRITISH JOURNAL OF ANAESTHESIA","BRIT J ANAESTH","ELSEVIER SCI LTD","0007-0912","1471-6771","ANESTHESIOLOGY","SCIE","29,032","11.719","Q1","2.63","11.58"%,
"Journal of Industrial Information Integration","J IND INF INTEGR","ELSEVIER","2467-964X","2452-414X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","1,826","11.718","Q1","1.87","6.84"%,
"Journal of Industrial Information Integration","J IND INF INTEGR","ELSEVIER","2467-964X","2452-414X","ENGINEERING, INDUSTRIAL","SCIE","1,826","11.718","Q1","1.87","6.84"%,
"Nanoscale Horizons","NANOSCALE HORIZ","ROYAL SOC CHEMISTRY","2055-6756","2055-6764","CHEMISTRY, PHYSICAL","SCIE","5,220","11.684","Q1","1.39","10.37"%,
"Nanoscale Horizons","NANOSCALE HORIZ","ROYAL SOC CHEMISTRY","2055-6756","2055-6764","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,220","11.684","Q1","1.39","10.37"%,
"Nanoscale Horizons","NANOSCALE HORIZ","ROYAL SOC CHEMISTRY","2055-6756","2055-6764","NANOSCIENCE & NANOTECHNOLOGY","SCIE","5,220","11.684","Q1","1.39","10.37"%,
"CALIFORNIA MANAGEMENT REVIEW","CALIF MANAGE REV","SAGE PUBLICATIONS INC","0008-1256","2162-8564","BUSINESS","SSCI","7,895","11.678","Q1","2.36","3.7"%,
"CALIFORNIA MANAGEMENT REVIEW","CALIF MANAGE REV","SAGE PUBLICATIONS INC","0008-1256","2162-8564","MANAGEMENT","SSCI","7,895","11.678","Q1","2.36","3.7"%,
"JOURNAL OF CLINICAL MICROBIOLOGY","J CLIN MICROBIOL","AMER SOC MICROBIOLOGY","0095-1137","1098-660X","MICROBIOLOGY","SCIE","61,023","11.677","Q1","1.56","19.41"%,
"PERSOONIA","PERSOONIA","RIJKSHERBARIUM","0031-5850","N/A","MYCOLOGY","SCIE","2,760","11.658","Q1","3.21","30.91"%,
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050","AUTOMATION & CONTROL SYSTEMS","SCIE","37,957","11.648","Q1","2.51","4.03"%,
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","37,957","11.648","Q1","2.51","4.03"%,
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050","ENGINEERING, INDUSTRIAL","SCIE","37,957","11.648","Q1","2.51","4.03"%,
"Additive Manufacturing","ADDIT MANUF","ELSEVIER","2214-8604","2214-7810","ENGINEERING, MANUFACTURING","SCIE","22,892","11.632","Q1","1.99","15.94"%,
"Additive Manufacturing","ADDIT MANUF","ELSEVIER","2214-8604","2214-7810","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","22,892","11.632","Q1","1.99","15.94"%,
"Perspectives on Psychological Science","PERSPECT PSYCHOL SCI","SAGE PUBLICATIONS LTD","1745-6916","1745-6924","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","17,025","11.621","Q1","3.5","17.61"%,
"PLOS MEDICINE","PLOS MED","PUBLIC LIBRARY SCIENCE","1549-1277","1549-1676","MEDICINE, GENERAL & INTERNAL","SCIE","47,916","11.613","Q1","2.78","99.31"%,
"Theranostics","THERANOSTICS","IVYSPRING INT PUBL","1838-7640","1838-7640","MEDICINE, RESEARCH & EXPERIMENTAL","SCIE","33,113","11.6","Q1","2.51","99.64"%,
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SSCI","54,927","11.576","Q1","1.95","0"%,
"AMERICAN JOURNAL OF PUBLIC HEALTH","AM J PUBLIC HEALTH","AMER PUBLIC HEALTH ASSOC INC","0090-0036","1541-0048","PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE","54,927","11.576","Q1","1.95","0"%,
"BIOSCIENCE","BIOSCIENCE","OXFORD UNIV PRESS","0006-3568","1525-3244","BIOLOGY","SCIE","24,508","11.572","Q1","2.37","35.32"%,
"Advances in Nutrition","ADV NUTR","OXFORD UNIV PRESS","2161-8313","2156-5376","NUTRITION & DIETETICS","SCIE","11,979","11.567","Q1","1.48","30.12"%,
"Environmental Science & Technology Letters","ENVIRON SCI TECH LET","AMER CHEMICAL SOC","2328-8930","N/A","ENGINEERING, ENVIRONMENTAL","SCIE","8,444","11.558","Q1","1.46","14.29"%,
"Environmental Science & Technology Letters","ENVIRON SCI TECH LET","AMER CHEMICAL SOC","2328-8930","N/A","ENVIRONMENTAL SCIENCES","SCIE","8,444","11.558","Q1","1.46","14.29"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","SPRINGER","1557-1874","1557-1882","PSYCHIATRY","SSCI","7,217","11.555","Q1","2.15","25.04"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","SPRINGER","1557-1874","1557-1882","PSYCHIATRY","SCIE","7,217","11.555","Q1","2.15","25.04"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","SPRINGER","1557-1874","1557-1882","PSYCHOLOGY, CLINICAL","SSCI","7,217","11.555","Q1","2.15","25.04"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","SPRINGER","1557-1874","1557-1882","SUBSTANCE ABUSE","SSCI","7,217","11.555","Q1","2.15","25.04"%,
"International Journal of Mental Health and Addiction","INT J MENT HEALTH AD","SPRINGER","1557-1874","1557-1882","SUBSTANCE ABUSE","SCIE","7,217","11.555","Q1","2.15","25.04"%,
"Journal of Advanced Ceramics","J ADV CERAM","SPRINGER","2226-4108","2227-8508","MATERIALS SCIENCE, CERAMICS","SCIE","2,840","11.534","Q1","1.95","100"%,
"ENERGY CONVERSION AND MANAGEMENT","ENERG CONVERS MANAGE","PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227","ENERGY & FUELS","SCIE","99,711","11.533","Q1","2.1","2.82"%,
"ENERGY CONVERSION AND MANAGEMENT","ENERG CONVERS MANAGE","PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227","MECHANICS","SCIE","99,711","11.533","Q1","2.1","2.82"%,
"ENERGY CONVERSION AND MANAGEMENT","ENERG CONVERS MANAGE","PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227","THERMODYNAMICS","SCIE","99,711","11.533","Q1","2.1","2.82"%,
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","ELSEVIER SCI LTD","0268-005X","1873-7137","CHEMISTRY, APPLIED","SCIE","59,457","11.504","Q1","2.25","5.06"%,
"FOOD HYDROCOLLOIDS","FOOD HYDROCOLLOID","ELSEVIER SCI LTD","0268-005X","1873-7137","FOOD SCIENCE & TECHNOLOGY","SCIE","59,457","11.504","Q1","2.25","5.06"%,
"Wiley Interdisciplinary Reviews-Computational Molecular Science","WIRES COMPUT MOL SCI","WILEY","1759-0876","1759-0884","CHEMISTRY, MULTIDISCIPLINARY","SCIE","9,679","11.5","Q1","2.78","17.24"%,
