"Journal Data Filtered By:  Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2020 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2020 JIF,JIF Quartile,2020 JCI,% of Citable OA
"CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES","CRIT REV SOLID STATE","TAYLOR & FRANCIS INC","1040-8436","1547-6561","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","2,120","10.367","Q1","0.47","1.67"%,
"CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES","CRIT REV SOLID STATE","TAYLOR & FRANCIS INC","1040-8436","1547-6561","PHYSICS, CONDENSED MATTER","SCIE","2,120","10.367","Q1","0.47","1.67"%,
"npj Regenerative Medicine","NPJ REGEN MED","NATURE RESEARCH","N/A","2057-3995","CELL & TISSUE ENGINEERING","SCIE","831","10.364","Q1","1.6","100"%,
"npj Regenerative Medicine","NPJ REGEN MED","NATURE RESEARCH","N/A","2057-3995","ENGINEERING, BIOMEDICAL","SCIE","831","10.364","Q1","1.6","100"%,
"MOVEMENT DISORDERS","MOVEMENT DISORD","WILEY","0885-3185","1531-8257","CLINICAL NEUROLOGY","SCIE","35,073","10.338","Q1","2.39","24.8"%,
"ECOLOGICAL MONOGRAPHS","ECOL MONOGR","WILEY","0012-9615","1557-7015","ECOLOGY","SCIE","13,460","10.315","Q1","2.58","19.38"%,
"Cell Systems","CELL SYST","CELL PRESS","2405-4712","2405-4720","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","5,813","10.304","Q1","1.73","46"%,
"Cell Systems","CELL SYST","CELL PRESS","2405-4712","2405-4720","CELL BIOLOGY","SCIE","5,813","10.304","Q1","1.73","46"%,
"ISME Journal","ISME J","SPRINGERNATURE","1751-7362","1751-7370","ECOLOGY","SCIE","33,484","10.302","Q1","2.82","49.88"%,
"ISME Journal","ISME J","SPRINGERNATURE","1751-7362","1751-7370","MICROBIOLOGY","SCIE","33,484","10.302","Q1","2.82","49.88"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","WILEY","0964-4733","1099-0836","BUSINESS","SSCI","10,505","10.302","Q1","2.52","12.13"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","WILEY","0964-4733","1099-0836","ENVIRONMENTAL STUDIES","SSCI","10,505","10.302","Q1","2.52","12.13"%,
"Business Strategy and the Environment","BUS STRATEG ENVIRON","WILEY","0964-4733","1099-0836","MANAGEMENT","SSCI","10,505","10.302","Q1","2.52","12.13"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","BMJ PUBLISHING GROUP","0022-3050","1468-330X","CLINICAL NEUROLOGY","SCIE","37,096","10.283","Q1","2.6","28.73"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","BMJ PUBLISHING GROUP","0022-3050","1468-330X","PSYCHIATRY","SCIE","37,096","10.283","Q1","2.6","28.73"%,
"JOURNAL OF NEUROLOGY NEUROSURGERY AND PSYCHIATRY","J NEUROL NEUROSUR PS","BMJ PUBLISHING GROUP","0022-3050","1468-330X","SURGERY","SCIE","37,096","10.283","Q1","2.6","28.73"%,
"ACM COMPUTING SURVEYS","ACM COMPUT SURV","ASSOC COMPUTING MACHINERY","0360-0300","1557-7341","COMPUTER SCIENCE, THEORY & METHODS","SCIE","10,790","10.282","Q1","3.36","0.25"%,
"JAMA Dermatology","JAMA DERMATOL","AMER MEDICAL ASSOC","2168-6068","2168-6084","DERMATOLOGY","SCIE","8,448","10.282","Q1","2.7","7.41"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","15,107","10.247","Q1","2.34","4.94"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","RESPIRATORY SYSTEM","SCIE","15,107","10.247","Q1","2.34","4.94"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","SURGERY","SCIE","15,107","10.247","Q1","2.34","4.94"%,
"JOURNAL OF HEART AND LUNG TRANSPLANTATION","J HEART LUNG TRANSPL","ELSEVIER SCIENCE INC","1053-2498","1557-3117","TRANSPLANTATION","SCIE","15,107","10.247","Q1","2.34","4.94"%,
"Gut Microbes","GUT MICROBES","TAYLOR & FRANCIS INC","1949-0976","1949-0984","GASTROENTEROLOGY & HEPATOLOGY","SCIE","6,085","10.245","Q1","2.01","100"%,
"Gut Microbes","GUT MICROBES","TAYLOR & FRANCIS INC","1949-0976","1949-0984","MICROBIOLOGY","SCIE","6,085","10.245","Q1","2.01","100"%,
"PROGRESS IN HUMAN GEOGRAPHY","PROG HUM GEOG","SAGE PUBLICATIONS LTD","0309-1325","1477-0288","GEOGRAPHY","SSCI","10,937","10.218","Q1","3.43","13.44"%,
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050","AUTOMATION & CONTROL SYSTEMS","SCIE","27,020","10.215","Q1","2.4","2.2"%,
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","27,020","10.215","Q1","2.4","2.2"%,
"IEEE Transactions on Industrial Informatics","IEEE T IND INFORM","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","1551-3203","1941-0050","ENGINEERING, INDUSTRIAL","SCIE","27,020","10.215","Q1","2.4","2.2"%,
"RESOURCES CONSERVATION AND RECYCLING","RESOUR CONSERV RECY","ELSEVIER","0921-3449","1879-0658","ENGINEERING, ENVIRONMENTAL","SCIE","25,879","10.204","Q1","1.53","9.77"%,
"RESOURCES CONSERVATION AND RECYCLING","RESOUR CONSERV RECY","ELSEVIER","0921-3449","1879-0658","ENVIRONMENTAL SCIENCES","SCIE","25,879","10.204","Q1","1.53","9.77"%,
"ACADEMY OF MANAGEMENT JOURNAL","ACAD MANAGE J","ACAD MANAGEMENT","0001-4273","1948-0989","BUSINESS","SSCI","54,951","10.194","Q1","2.61","0"%,
"ACADEMY OF MANAGEMENT JOURNAL","ACAD MANAGE J","ACAD MANAGEMENT","0001-4273","1948-0989","MANAGEMENT","SSCI","54,951","10.194","Q1","2.61","0"%,
"HYPERTENSION","HYPERTENSION","LIPPINCOTT WILLIAMS & WILKINS","0194-911X","1524-4563","PERIPHERAL VASCULAR DISEASE","SCIE","44,353","10.19","Q1","1.93","12.46"%,
"GREEN CHEMISTRY","GREEN CHEM","ROYAL SOC CHEMISTRY","1463-9262","1463-9270","CHEMISTRY, MULTIDISCIPLINARY","SCIE","60,001","10.182","Q1","1.66","11.45"%,
"GREEN CHEMISTRY","GREEN CHEM","ROYAL SOC CHEMISTRY","1463-9262","1463-9270","GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY","SCIE","60,001","10.182","Q1","1.66","11.45"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","ELSEVIER SCIENCE INC","0034-4257","1879-0704","ENVIRONMENTAL SCIENCES","SCIE","73,581","10.164","Q1","2.34","18.67"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","ELSEVIER SCIENCE INC","0034-4257","1879-0704","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","73,581","10.164","Q1","2.34","18.67"%,
"REMOTE SENSING OF ENVIRONMENT","REMOTE SENS ENVIRON","ELSEVIER SCIENCE INC","0034-4257","1879-0704","REMOTE SENSING","SCIE","73,581","10.164","Q1","2.34","18.67"%,
"NEW PHYTOLOGIST","NEW PHYTOL","WILEY","0028-646X","1469-8137","PLANT SCIENCES","SCIE","72,711","10.152","Q1","2.68","23.48"%,
"DIABETOLOGIA","DIABETOLOGIA","SPRINGER","0012-186X","1432-0428","ENDOCRINOLOGY & METABOLISM","SCIE","38,166","10.122","Q1","1.95","48.06"%,
"JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY","J AM SOC NEPHROL","AMER SOC NEPHROLOGY","1046-6673","1533-3450","UROLOGY & NEPHROLOGY","SCIE","45,534","10.121","Q1","3.27","1.68"%,
"ENDOSCOPY","ENDOSCOPY","GEORG THIEME VERLAG KG","0013-726X","1438-8812","GASTROENTEROLOGY & HEPATOLOGY","SCIE","14,018","10.093","Q1","2.35","2.7"%,
"ENDOSCOPY","ENDOSCOPY","GEORG THIEME VERLAG KG","0013-726X","1438-8812","SURGERY","SCIE","14,018","10.093","Q1","2.35","2.7"%,
"Journal of Magnesium and Alloys","J MAGNES ALLOY","KEAI PUBLISHING LTD","2213-9567","2213-9567","METALLURGY & METALLURGICAL ENGINEERING","SCIE","2,726","10.088","Q1","1.98","100"%,
"ENTREPRENEURSHIP THEORY AND PRACTICE","ENTREP THEORY PRACT","SAGE PUBLICATIONS INC","1042-2587","1540-6520","BUSINESS","SSCI","16,942","10.075","Q1","2.86","11.26"%,
"Journal of Industrial Information Integration","J IND INF INTEGR","ELSEVIER","2467-964X","2452-414X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","1,149","10.063","Q1","1.74","7.69"%,
"Journal of Industrial Information Integration","J IND INF INTEGR","ELSEVIER","2467-964X","2452-414X","ENGINEERING, INDUSTRIAL","SCIE","1,149","10.063","Q1","1.74","7.69"%,
"JOURNAL OF NUCLEAR MEDICINE","J NUCL MED","SOC NUCLEAR MEDICINE INC","0161-5505","1535-5667","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","32,949","10.057","Q1","2.6","7.93"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS","SCIE","27,030","10.048","Q1","2.25","6.17"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","ENGINEERING, BIOMEDICAL","SCIE","27,030","10.048","Q1","2.25","6.17"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","27,030","10.048","Q1","2.25","6.17"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","IMAGING SCIENCE & PHOTOGRAPHIC TECHNOLOGY","SCIE","27,030","10.048","Q1","2.25","6.17"%,
"IEEE TRANSACTIONS ON MEDICAL IMAGING","IEEE T MED IMAGING","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0278-0062","1558-254X","RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING","SCIE","27,030","10.048","Q1","2.25","6.17"%,
"AMERICAN JOURNAL OF HEMATOLOGY","AM J HEMATOL","WILEY","0361-8609","1096-8652","HEMATOLOGY","SCIE","15,239","10.047","Q1","1.58","13.98"%,
"Applied Materials Today","APPL MATER TODAY","ELSEVIER","2352-9407","2352-9407","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","5,423","10.041","Q1","1.34","6.38"%,
"Biofabrication","BIOFABRICATION","IOP PUBLISHING LTD","1758-5082","1758-5090","ENGINEERING, BIOMEDICAL","SCIE","6,729","10.02","Q1","2.03","16.61"%,
"Biofabrication","BIOFABRICATION","IOP PUBLISHING LTD","1758-5082","1758-5090","MATERIALS SCIENCE, BIOMATERIALS","SCIE","6,729","10.02","Q1","2.03","16.61"%,
"Cold Spring Harbor Perspectives in Biology","CSH PERSPECT BIOL","COLD SPRING HARBOR LAB PRESS, PUBLICATIONS DEPT","1943-0264","1943-0264","CELL BIOLOGY","SCIE","22,738","10.005","Q1","1.64","0"%,
"Wiley Interdisciplinary Reviews-RNA","WIRES RNA","WILEY","1757-7004","1757-7012","CELL BIOLOGY","SCIE","3,743","9.957","Q1","0.91","15"%,
"Annual Review of Criminology","ANNU REV CRIMINOL","ANNUAL REVIEWS","2572-4568","2572-4568","CRIMINOLOGY & PENOLOGY","SSCI","472","9.956","Q1","4.21","0"%,
"Cardiovascular Diabetology","CARDIOVASC DIABETOL","BMC","N/A","1475-2840","CARDIAC & CARDIOVASCULAR SYSTEMS","SCIE","8,782","9.951","Q1","1.81","99.6"%,
"Cardiovascular Diabetology","CARDIOVASC DIABETOL","BMC","N/A","1475-2840","ENDOCRINOLOGY & METABOLISM","SCIE","8,782","9.951","Q1","1.81","99.6"%,
"HAEMATOLOGICA","HAEMATOLOGICA","FERRATA STORTI FOUNDATION","0390-6078","1592-8721","HEMATOLOGY","SCIE","23,612","9.941","Q1","1.51","99.86"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY","2192-2640","2192-2659","ENGINEERING, BIOMEDICAL","SCIE","17,525","9.933","Q1","1.4","9.73"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY","2192-2640","2192-2659","MATERIALS SCIENCE, BIOMATERIALS","SCIE","17,525","9.933","Q1","1.4","9.73"%,
"Advanced Healthcare Materials","ADV HEALTHC MATER","WILEY","2192-2640","2192-2659","NANOSCIENCE & NANOTECHNOLOGY","SCIE","17,525","9.933","Q1","1.4","9.73"%,
"Advanced Optical Materials","ADV OPT MATER","WILEY-V C H VERLAG GMBH","2195-1071","2195-1071","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","20,693","9.926","Q1","2.01","9.82"%,
"Advanced Optical Materials","ADV OPT MATER","WILEY-V C H VERLAG GMBH","2195-1071","2195-1071","OPTICS","SCIE","20,693","9.926","Q1","2.01","9.82"%,
"NEUROLOGY","NEUROLOGY","LIPPINCOTT WILLIAMS & WILKINS","0028-3878","1526-632X","CLINICAL NEUROLOGY","SCIE","109,915","9.91","Q1","2.56","19.37"%,
"ONCOGENE","ONCOGENE","SPRINGERNATURE","0950-9232","1476-5594","BIOCHEMISTRY & MOLECULAR BIOLOGY","SCIE","77,577","9.867","Q1","1.88","31.21"%,
"ONCOGENE","ONCOGENE","SPRINGERNATURE","0950-9232","1476-5594","CELL BIOLOGY","SCIE","77,577","9.867","Q1","1.88","31.21"%,
"ONCOGENE","ONCOGENE","SPRINGERNATURE","0950-9232","1476-5594","GENETICS & HEREDITY","SCIE","77,577","9.867","Q1","1.88","31.21"%,
"ONCOGENE","ONCOGENE","SPRINGERNATURE","0950-9232","1476-5594","ONCOLOGY","SCIE","77,577","9.867","Q1","1.88","31.21"%,
"Family Business Review","FAM BUS REV","SAGE PUBLICATIONS INC","0894-4865","1741-6248","BUSINESS","SSCI","4,885","9.848","Q1","1.67","12.07"%,
"Perspectives on Psychological Science","PERSPECT PSYCHOL SCI","SAGE PUBLICATIONS LTD","1745-6916","1745-6924","PSYCHOLOGY, MULTIDISCIPLINARY","SSCI","14,496","9.837","Q1","3.68","12.4"%,
"Chemical Science","CHEM SCI","ROYAL SOC CHEMISTRY","2041-6520","2041-6539","CHEMISTRY, MULTIDISCIPLINARY","SCIE","65,945","9.825","Q1","1.84","99.84"%,
"CHEMISTRY OF MATERIALS","CHEM MATER","AMER CHEMICAL SOC","0897-4756","1520-5002","CHEMISTRY, PHYSICAL","SCIE","124,153","9.811","Q1","1.67","7.74"%,
"CHEMISTRY OF MATERIALS","CHEM MATER","AMER CHEMICAL SOC","0897-4756","1520-5002","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","124,153","9.811","Q1","1.67","7.74"%,
"PLANT BIOTECHNOLOGY JOURNAL","PLANT BIOTECHNOL J","WILEY","1467-7644","1467-7652","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","13,143","9.803","Q1","2.88","99.69"%,
"PLANT BIOTECHNOLOGY JOURNAL","PLANT BIOTECHNOL J","WILEY","1467-7644","1467-7652","PLANT SCIENCES","SCIE","13,143","9.803","Q1","2.88","99.69"%,
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","PERGAMON-ELSEVIER SCIENCE LTD","0079-6565","1873-3301","CHEMISTRY, PHYSICAL","SCIE","3,086","9.795","Q1","1.01","18.97"%,
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","PERGAMON-ELSEVIER SCIENCE LTD","0079-6565","1873-3301","PHYSICS, ATOMIC, MOLECULAR & CHEMICAL","SCIE","3,086","9.795","Q1","1.01","18.97"%,
"PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY","PROG NUCL MAG RES SP","PERGAMON-ELSEVIER SCIENCE LTD","0079-6565","1873-3301","SPECTROSCOPY","SCIE","3,086","9.795","Q1","1.01","18.97"%,
"METABOLIC ENGINEERING","METAB ENG","ACADEMIC PRESS INC ELSEVIER SCIENCE","1096-7176","1096-7184","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","10,661","9.783","Q1","2.18","16.91"%,
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","ELSEVIER","0168-3659","1873-4995","CHEMISTRY, MULTIDISCIPLINARY","SCIE","60,586","9.776","Q1","1.86","9.52"%,
"JOURNAL OF CONTROLLED RELEASE","J CONTROL RELEASE","ELSEVIER","0168-3659","1873-4995","PHARMACOLOGY & PHARMACY","SCIE","60,586","9.776","Q1","1.86","9.52"%,
"AUTOIMMUNITY REVIEWS","AUTOIMMUN REV","ELSEVIER","1568-9972","1873-0183","IMMUNOLOGY","SCIE","13,493","9.754","Q1","1.11","8.72"%,
"APPLIED ENERGY","APPL ENERG","ELSEVIER SCI LTD","0306-2619","1872-9118","ENERGY & FUELS","SCIE","122,712","9.746","Q1","1.69","7.83"%,
"APPLIED ENERGY","APPL ENERG","ELSEVIER SCI LTD","0306-2619","1872-9118","ENGINEERING, CHEMICAL","SCIE","122,712","9.746","Q1","1.69","7.83"%,
"CURRENT OPINION IN BIOTECHNOLOGY","CURR OPIN BIOTECH","CURRENT BIOLOGY LTD","0958-1669","1879-0429","BIOCHEMICAL RESEARCH METHODS","SCIE","18,835","9.74","Q1","1.37","16.22"%,
"CURRENT OPINION IN BIOTECHNOLOGY","CURR OPIN BIOTECH","CURRENT BIOLOGY LTD","0958-1669","1879-0429","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","18,835","9.74","Q1","1.37","16.22"%,
"ENERGY CONVERSION AND MANAGEMENT","ENERG CONVERS MANAGE","PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227","ENERGY & FUELS","SCIE","80,377","9.709","Q1","2.03","0.89"%,
"ENERGY CONVERSION AND MANAGEMENT","ENERG CONVERS MANAGE","PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227","MECHANICS","SCIE","80,377","9.709","Q1","2.03","0.89"%,
"ENERGY CONVERSION AND MANAGEMENT","ENERG CONVERS MANAGE","PERGAMON-ELSEVIER SCIENCE LTD","0196-8904","1879-2227","THERMODYNAMICS","SCIE","80,377","9.709","Q1","2.03","0.89"%,
"Opto-Electronic Advances","OPTO-ELECTRON ADV","CHINESE ACAD SCI, INST OPTICS & ELECTRONICS, ED OFF OPTO-ELECTRONIC ADV","2096-4579","2096-4579","OPTICS","SCIE","477","9.682","Q1","1.78","96.25"%,
"Environmental Innovation and Societal Transitions","ENVIRON INNOV SOC TR","ELSEVIER","2210-4224","2210-4232","ENVIRONMENTAL SCIENCES","SCIE","3,530","9.68","Q1","2.17","32.37"%,
"Environmental Innovation and Societal Transitions","ENVIRON INNOV SOC TR","ELSEVIER","2210-4224","2210-4232","ENVIRONMENTAL STUDIES","SSCI","3,530","9.68","Q1","2.17","32.37"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","CHEMISTRY, APPLIED","SCIE","9,463","9.676","Q1","1.3","1.06"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","CHEMISTRY, PHYSICAL","SCIE","9,463","9.676","Q1","1.3","1.06"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","ENERGY & FUELS","SCIE","9,463","9.676","Q1","1.3","1.06"%,
"Journal of Energy Chemistry","J ENERGY CHEM","ELSEVIER","2095-4956","2095-4956","ENGINEERING, CHEMICAL","SCIE","9,463","9.676","Q1","1.3","1.06"%,
"AMERICAN SOCIOLOGICAL REVIEW","AM SOCIOL REV","SAGE PUBLICATIONS INC","0003-1224","1939-8271","SOCIOLOGY","SSCI","26,801","9.654","Q1","4.53","5.69"%,
"TRANSPORT REVIEWS","TRANSPORT REV","TAYLOR & FRANCIS LTD","0144-1647","1464-5327","TRANSPORTATION","SSCI","4,598","9.643","Q1","2.03","17.32"%,
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","ELSEVIER SCI LTD","0960-8524","1873-2976","AGRICULTURAL ENGINEERING","SCIE","166,941","9.642","Q1","1.67","2.25"%,
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","ELSEVIER SCI LTD","0960-8524","1873-2976","BIOTECHNOLOGY & APPLIED MICROBIOLOGY","SCIE","166,941","9.642","Q1","1.67","2.25"%,
"BIORESOURCE TECHNOLOGY","BIORESOURCE TECHNOL","ELSEVIER SCI LTD","0960-8524","1873-2976","ENERGY & FUELS","SCIE","166,941","9.642","Q1","1.67","2.25"%,
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","TAYLOR & FRANCIS INC","1542-2119","1542-2127","CHEMISTRY, ANALYTICAL","SCIE","1,352","9.636","Q1","1.02","0"%,
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","TAYLOR & FRANCIS INC","1542-2119","1542-2127","CHEMISTRY, APPLIED","SCIE","1,352","9.636","Q1","1.02","0"%,
"SEPARATION AND PURIFICATION REVIEWS","SEP PURIF REV","TAYLOR & FRANCIS INC","1542-2119","1542-2127","ENGINEERING, CHEMICAL","SCIE","1,352","9.636","Q1","1.02","0"%,
"Seminars in Immunopathology","SEMIN IMMUNOPATHOL","SPRINGER HEIDELBERG","1863-2297","1863-2300","IMMUNOLOGY","SCIE","5,652","9.623","Q1","1.7","35.71"%,
"Seminars in Immunopathology","SEMIN IMMUNOPATHOL","SPRINGER HEIDELBERG","1863-2297","1863-2300","PATHOLOGY","SCIE","5,652","9.623","Q1","1.7","35.71"%,
"ENVIRONMENT INTERNATIONAL","ENVIRON INT","PERGAMON-ELSEVIER SCIENCE LTD","0160-4120","1873-6750","ENVIRONMENTAL SCIENCES","SCIE","43,201","9.621","Q1","1.78","83.35"%,
"IEEE COMMUNICATIONS MAGAZINE","IEEE COMMUN MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0163-6804","1558-1896","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","24,517","9.619","Q1","3.03","0"%,
"IEEE COMMUNICATIONS MAGAZINE","IEEE COMMUN MAG","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","0163-6804","1558-1896","TELECOMMUNICATIONS","SCIE","24,517","9.619","Q1","3.03","0"%,
"Trends in Environmental Analytical Chemistry","TRENDS ENVIRON ANAL","ELSEVIER","2214-1588","2214-1588","CHEMISTRY, ANALYTICAL","SCIE","647","9.6","Q1","0.95","7.84"%,
"Trends in Environmental Analytical Chemistry","TRENDS ENVIRON ANAL","ELSEVIER","2214-1588","2214-1588","ENVIRONMENTAL SCIENCES","SCIE","647","9.6","Q1","0.95","7.84"%,
"ANGIOGENESIS","ANGIOGENESIS","SPRINGER","0969-6970","1573-7209","PERIPHERAL VASCULAR DISEASE","SCIE","4,305","9.596","Q1","2.26","31.71"%,
"CARBON","CARBON","PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891","CHEMISTRY, PHYSICAL","SCIE","97,509","9.594","Q1","1.6","2.41"%,
"CARBON","CARBON","PERGAMON-ELSEVIER SCIENCE LTD","0008-6223","1873-3891","MATERIALS SCIENCE, MULTIDISCIPLINARY","SCIE","97,509","9.594","Q1","1.6","2.41"%,
"Annual Review of Biomedical Engineering","ANNU REV BIOMED ENG","ANNUAL REVIEWS","1523-9829","1545-4274","ENGINEERING, BIOMEDICAL","SCIE","5,462","9.59","Q1","1.61","1.82"%,
"DRUGS","DRUGS","ADIS INT LTD","0012-6667","1179-1950","PHARMACOLOGY & PHARMACY","SCIE","15,480","9.546","Q1","1.86","19.28"%,
"DRUGS","DRUGS","ADIS INT LTD","0012-6667","1179-1950","TOXICOLOGY","SCIE","15,480","9.546","Q1","1.86","19.28"%,
"EDUCATIONAL PSYCHOLOGIST","EDUC PSYCHOL-US","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0046-1520","1532-6985","EDUCATION & EDUCATIONAL RESEARCH","SSCI","7,792","9.541","Q1","3.83","1.59"%,
"EDUCATIONAL PSYCHOLOGIST","EDUC PSYCHOL-US","ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD","0046-1520","1532-6985","PSYCHOLOGY, EDUCATIONAL","SSCI","7,792","9.541","Q1","3.83","1.59"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","ELSEVIER SCI LTD","0959-3780","1872-9495","ENVIRONMENTAL SCIENCES","SCIE","23,032","9.523","Q1","3.26","26.68"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","ELSEVIER SCI LTD","0959-3780","1872-9495","ENVIRONMENTAL STUDIES","SSCI","23,032","9.523","Q1","3.26","26.68"%,
"GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","GLOBAL ENVIRON CHANG","ELSEVIER SCI LTD","0959-3780","1872-9495","GEOGRAPHY","SSCI","23,032","9.523","Q1","3.26","26.68"%,
"DESALINATION","DESALINATION","ELSEVIER","0011-9164","1873-4464","ENGINEERING, CHEMICAL","SCIE","53,052","9.501","Q1","2.01","3.76"%,
"DESALINATION","DESALINATION","ELSEVIER","0011-9164","1873-4464","WATER RESOURCES","SCIE","53,052","9.501","Q1","2.01","3.76"%,
"ECOLOGY LETTERS","ECOL LETT","WILEY","1461-023X","1461-0248","ECOLOGY","SCIE","41,215","9.492","Q1","2.52","23.49"%,
"IEEE Internet of Things Journal","IEEE INTERNET THINGS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2327-4662","2327-4662","COMPUTER SCIENCE, INFORMATION SYSTEMS","SCIE","21,151","9.471","Q1","2.87","5.45"%,
"IEEE Internet of Things Journal","IEEE INTERNET THINGS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2327-4662","2327-4662","ENGINEERING, ELECTRICAL & ELECTRONIC","SCIE","21,151","9.471","Q1","2.87","5.45"%,
"IEEE Internet of Things Journal","IEEE INTERNET THINGS","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","2327-4662","2327-4662","TELECOMMUNICATIONS","SCIE","21,151","9.471","Q1","2.87","5.45"%,
