Journal name,JCR Abbreviation,Publisher,ISSN,eISSN,Category,Edition,Total Citations,2023 JIF,JIF Quartile,2023 JCI,% of Citable OA
Journal of Materiomics,J MATERIOMICS,ELSEVIER,2352-8478,2352-8478,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"5,056",8.4,Q1,1.61,96.08%
Journal of Materiomics,J MATERIOMICS,ELSEVIER,2352-8478,2352-8478,"PHYSICS, APPLIED",SCIE,"5,056",8.4,Q1,1.61,96.08%
IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0163-6804,1558-1896,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"20,609",8.3,Q1,2.44,0%
IEEE COMMUNICATIONS MAGAZINE,IEEE COMMUN MAG,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,0163-6804,1558-1896,TELECOMMUNICATIONS,SCIE,"20,609",8.3,Q1,2.44,0%
European Urology Oncology,EUR UROL ONCOL,ELSEVIER,N/A,2588-9311,ONCOLOGY,SCIE,"3,063",8.3,Q1,2.42,16.05%
European Urology Oncology,EUR UROL ONCOL,ELSEVIER,N/A,2588-9311,UROLOGY & NEPHROLOGY,SCIE,"3,063",8.3,Q1,2.42,16.05%
IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS FOR VIDEO TECHNOLOGY,IEEE T CIRC SYST VID,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1051-8215,1558-2205,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"19,798",8.3,Q1,2.3,2.50%
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,PERGAMON-ELSEVIER SCIENCE LTD,1366-5545,1878-5794,ECONOMICS,SSCI,"17,570",8.3,Q1,2.19,10.78%
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,PERGAMON-ELSEVIER SCIENCE LTD,1366-5545,1878-5794,"ENGINEERING, CIVIL",SCIE,"17,570",8.3,Q1,2.19,10.78%
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,PERGAMON-ELSEVIER SCIENCE LTD,1366-5545,1878-5794,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,SCIE,"17,570",8.3,Q1,2.19,10.78%
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,PERGAMON-ELSEVIER SCIENCE LTD,1366-5545,1878-5794,TRANSPORTATION,SSCI,"17,570",8.3,Q1,2.19,10.78%
TRANSPORTATION RESEARCH PART E-LOGISTICS AND TRANSPORTATION REVIEW,TRANSPORT RES E-LOG,PERGAMON-ELSEVIER SCIENCE LTD,1366-5545,1878-5794,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"17,570",8.3,Q1,2.19,10.78%
Critical Perspectives on Accounting,CRIT PERSPECT ACCOUN,ELSEVIER,1045-2354,1095-9955,"BUSINESS, FINANCE",SSCI,"4,390",8.3,Q1,2.16,27.67%
ACTA MATERIALIA,ACTA MATER,PERGAMON-ELSEVIER SCIENCE LTD,1359-6454,1873-2453,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"113,602",8.3,Q1,1.9,20.02%
ACTA MATERIALIA,ACTA MATER,PERGAMON-ELSEVIER SCIENCE LTD,1359-6454,1873-2453,METALLURGY & METALLURGICAL ENGINEERING,SCIE,"113,602",8.3,Q1,1.9,20.02%
COMPOSITES SCIENCE AND TECHNOLOGY,COMPOS SCI TECHNOL,ELSEVIER SCI LTD,0266-3538,1879-1050,"MATERIALS SCIENCE, COMPOSITES",SCIE,"44,216",8.3,Q1,1.44,7.73%
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,ELSEVIER,0378-7206,1872-7530,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"13,338",8.2,Q1,2.58,10.66%
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,ELSEVIER,0378-7206,1872-7530,INFORMATION SCIENCE & LIBRARY SCIENCE,SSCI,"13,338",8.2,Q1,2.58,10.66%
INFORMATION & MANAGEMENT,INFORM MANAGE-AMSTER,ELSEVIER,0378-7206,1872-7530,MANAGEMENT,SSCI,"13,338",8.2,Q1,2.58,10.66%
IEEE Internet of Things Journal,IEEE INTERNET THINGS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2327-4662,2327-4662,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"57,572",8.2,Q1,2.41,4.16%
IEEE Internet of Things Journal,IEEE INTERNET THINGS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2327-4662,2327-4662,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"57,572",8.2,Q1,2.41,4.16%
IEEE Internet of Things Journal,IEEE INTERNET THINGS,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2327-4662,2327-4662,TELECOMMUNICATIONS,SCIE,"57,572",8.2,Q1,2.41,4.16%
HUMAN RESOURCE MANAGEMENT REVIEW,HUM RESOUR MANAGE R,ELSEVIER,1053-4822,1873-7889,MANAGEMENT,SSCI,"5,963",8.2,Q1,2.32,19.18%
Swarm and Evolutionary Computation,SWARM EVOL COMPUT,ELSEVIER,2210-6502,2210-6510,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"8,901",8.2,Q1,1.93,5.65%
Swarm and Evolutionary Computation,SWARM EVOL COMPUT,ELSEVIER,2210-6502,2210-6510,"COMPUTER SCIENCE, THEORY & METHODS",SCIE,"8,901",8.2,Q1,1.93,5.65%
COMPUTERS IN INDUSTRY,COMPUT IND,ELSEVIER,0166-3615,1872-6194,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"9,349",8.2,Q1,1.66,29.23%
Science of The Total Environment,SCI TOTAL ENVIRON,ELSEVIER,0048-9697,1879-1026,ENVIRONMENTAL SCIENCES,SCIE,"395,465",8.2,Q1,1.62,16.27%
Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,ELSEVIER,2213-2198,2213-2201,ALLERGY,SCIE,"15,525",8.2,Q1,1.38,20.32%
Journal of Allergy and Clinical Immunology-In Practice,J ALLER CL IMM-PRACT,ELSEVIER,2213-2198,2213-2201,IMMUNOLOGY,SCIE,"15,525",8.2,Q1,1.38,20.32%
SEPARATION AND PURIFICATION TECHNOLOGY,SEP PURIF TECHNOL,ELSEVIER,1383-5866,1873-3794,"ENGINEERING, CHEMICAL",SCIE,"89,528",8.2,Q1,1.35,4.79%
Materials Today Nano,MATER TODAY NANO,ELSEVIER,2588-8420,2588-8420,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"2,937",8.2,Q1,1.25,5.81%
Materials Today Nano,MATER TODAY NANO,ELSEVIER,2588-8420,2588-8420,NANOSCIENCE & NANOTECHNOLOGY,SCIE,"2,937",8.2,Q1,1.25,5.81%
Cell Communication and Signaling,CELL COMMUN SIGNAL,BMC,N/A,1478-811X,CELL BIOLOGY,SCIE,"8,714",8.2,Q1,1,100%
SURFACE SCIENCE REPORTS,SURF SCI REP,ELSEVIER,0167-5729,1879-274X,"CHEMISTRY, PHYSICAL",SCIE,"3,567",8.2,Q1,0.45,41.18%
SURFACE SCIENCE REPORTS,SURF SCI REP,ELSEVIER,0167-5729,1879-274X,"PHYSICS, CONDENSED MATTER",SCIE,"3,567",8.2,Q1,0.45,41.18%
AMERICAN JOURNAL OF HUMAN GENETICS,AM J HUM GENET,CELL PRESS,0002-9297,1537-6605,GENETICS & HEREDITY,SCIE,"36,734",8.1,Q1,2.41,29.85%
Communications Earth & Environment,COMMUN EARTH ENVIRON,SPRINGERNATURE,N/A,2662-4435,ENVIRONMENTAL SCIENCES,SCIE,"5,592",8.1,Q1,1.86,99.80%
Communications Earth & Environment,COMMUN EARTH ENVIRON,SPRINGERNATURE,N/A,2662-4435,"GEOSCIENCES, MULTIDISCIPLINARY",SCIE,"5,592",8.1,Q1,1.86,99.80%
Communications Earth & Environment,COMMUN EARTH ENVIRON,SPRINGERNATURE,N/A,2662-4435,METEOROLOGY & ATMOSPHERIC SCIENCES,SCIE,"5,592",8.1,Q1,1.86,99.80%
CURRENT BIOLOGY,CURR BIOL,CELL PRESS,0960-9822,1879-0445,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"76,599",8.1,Q1,1.59,44.69%
CURRENT BIOLOGY,CURR BIOL,CELL PRESS,0960-9822,1879-0445,BIOLOGY,SCIE,"76,599",8.1,Q1,1.59,44.69%
CURRENT BIOLOGY,CURR BIOL,CELL PRESS,0960-9822,1879-0445,CELL BIOLOGY,SCIE,"76,599",8.1,Q1,1.59,44.69%
Chemosphere,CHEMOSPHERE,PERGAMON-ELSEVIER SCIENCE LTD,0045-6535,1879-1298,ENVIRONMENTAL SCIENCES,SCIE,"195,026",8.1,Q1,1.58,6.52%
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,COMPOS PART A-APPL S,ELSEVIER SCI LTD,1359-835X,1878-5840,"ENGINEERING, MANUFACTURING",SCIE,"38,484",8.1,Q1,1.53,12.57%
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,COMPOS PART A-APPL S,ELSEVIER SCI LTD,1359-835X,1878-5840,"MATERIALS SCIENCE, COMPOSITES",SCIE,"38,484",8.1,Q1,1.53,12.57%
Materials Today Advances,MATER TODAY ADV,ELSEVIER,2590-0498,2590-0498,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"2,984",8.1,Q1,1.4,94.79%
Materials Science & Engineering C-Materials for Biological Applications,MAT SCI ENG C-MATER,ELSEVIER,0928-4931,1873-0191,"MATERIALS SCIENCE, BIOMATERIALS",SCIE,"54,875",8.1,Q1,1.34,6.92%
JOURNAL OF POWER SOURCES,J POWER SOURCES,ELSEVIER,0378-7753,1873-2755,"CHEMISTRY, PHYSICAL",SCIE,"143,850",8.1,Q1,1.33,9.24%
JOURNAL OF POWER SOURCES,J POWER SOURCES,ELSEVIER,0378-7753,1873-2755,ELECTROCHEMISTRY,SCIE,"143,850",8.1,Q1,1.33,9.24%
JOURNAL OF POWER SOURCES,J POWER SOURCES,ELSEVIER,0378-7753,1873-2755,ENERGY & FUELS,SCIE,"143,850",8.1,Q1,1.33,9.24%
JOURNAL OF POWER SOURCES,J POWER SOURCES,ELSEVIER,0378-7753,1873-2755,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"143,850",8.1,Q1,1.33,9.24%
Energy Nexus,ENERGY NEXUS,ELSEVIER,2772-4271,2772-4271,ENERGY & FUELS,ESCI,"1,349",8.1,Q1,1.29,92.86%
Energy Nexus,ENERGY NEXUS,ELSEVIER,2772-4271,2772-4271,ENVIRONMENTAL SCIENCES,ESCI,"1,349",8.1,Q1,1.29,92.86%
Mucosal Immunology,MUCOSAL IMMUNOL,ELSEVIER SCIENCE INC,1933-0219,1935-3456,IMMUNOLOGY,SCIE,"10,405",8.1,Q1,1.28,76.35%
Cell Death & Disease,CELL DEATH DIS,SPRINGERNATURE,2041-4889,2041-4889,CELL BIOLOGY,SCIE,"60,715",8.1,Q1,1.24,99.66%
Bio-Design and Manufacturing,BIO-DES MANUF,SPRINGER HEIDELBERG,2096-5524,2522-8552,"ENGINEERING, BIOMEDICAL",SCIE,"1,492",8.1,Q1,1.2,19.58%
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INT J HYDROGEN ENERG,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,1879-3487,"CHEMISTRY, PHYSICAL",SCIE,"193,965",8.1,Q1,1.16,6.79%
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INT J HYDROGEN ENERG,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,1879-3487,ELECTROCHEMISTRY,SCIE,"193,965",8.1,Q1,1.16,6.79%
INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,INT J HYDROGEN ENERG,PERGAMON-ELSEVIER SCIENCE LTD,0360-3199,1879-3487,ENERGY & FUELS,SCIE,"193,965",8.1,Q1,1.16,6.79%
Alzheimers Research & Therapy,ALZHEIMERS RES THER,BMC,N/A,1758-9193,CLINICAL NEUROLOGY,SCIE,"9,770",8,Q1,2.12,100%
Alzheimers Research & Therapy,ALZHEIMERS RES THER,BMC,N/A,1758-9193,NEUROSCIENCES,SCIE,"9,770",8,Q1,2.12,100%
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,ELSEVIER SCI LTD,1474-0346,1873-5320,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE",SCIE,"10,406",8,Q1,2.05,7.94%
ADVANCED ENGINEERING INFORMATICS,ADV ENG INFORM,ELSEVIER SCI LTD,1474-0346,1873-5320,"ENGINEERING, MULTIDISCIPLINARY",SCIE,"10,406",8,Q1,2.05,7.94%
JACC-Clinical Electrophysiology,JACC-CLIN ELECTROPHY,ELSEVIER,2405-500X,2405-5018,CARDIAC & CARDIOVASCULAR SYSTEMS,SCIE,"5,969",8,Q1,1.88,15.79%
SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,ELSEVIER SCIENCE SA,N/A,0925-4005,"CHEMISTRY, ANALYTICAL",SCIE,"119,645",8,Q1,1.88,4.69%
SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,ELSEVIER SCIENCE SA,N/A,0925-4005,ELECTROCHEMISTRY,SCIE,"119,645",8,Q1,1.88,4.69%
SENSORS AND ACTUATORS B-CHEMICAL,SENSOR ACTUAT B-CHEM,ELSEVIER SCIENCE SA,N/A,0925-4005,INSTRUMENTS & INSTRUMENTATION,SCIE,"119,645",8,Q1,1.88,4.69%
JOURNAL OF RETAILING,J RETAILING,ELSEVIER SCIENCE INC,0022-4359,1873-3271,BUSINESS,SSCI,"9,205",8,Q1,1.84,18.11%
Geography and Sustainability,GEOGR SUSTAIN,ELSEVIER,2096-7438,2666-6839,"GEOGRAPHY, PHYSICAL",ESCI,976,8,Q1,1.73,95.41%
Geography and Sustainability,GEOGR SUSTAIN,ELSEVIER,2096-7438,2666-6839,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY,ESCI,976,8,Q1,1.73,95.41%
Journal of Environmental Management,J ENVIRON MANAGE,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0301-4797,1095-8630,ENVIRONMENTAL SCIENCES,SCIE,"110,450",8,Q1,1.49,13.06%
Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,ELSEVIER SCI LTD,2211-3398,2211-3398,BIOTECHNOLOGY & APPLIED MICROBIOLOGY,SCIE,"4,369",8,Q1,1.36,17.14%
Current Opinion in Chemical Engineering,CURR OPIN CHEM ENG,ELSEVIER SCI LTD,2211-3398,2211-3398,"ENGINEERING, CHEMICAL",SCIE,"4,369",8,Q1,1.36,17.14%
Advances in Nutrition,ADV NUTR,ELSEVIER SCIENCE INC,2161-8313,2156-5376,NUTRITION & DIETETICS,SCIE,"13,007",8,Q1,1.32,66.20%
Energy Strategy Reviews,ENERGY STRATEG REV,ELSEVIER,2211-467X,2211-4688,ENERGY & FUELS,SCIE,"6,471",8,Q1,1.16,97.15%
Economic Analysis and Policy,ECON ANAL POLICY,ELSEVIER,0313-5926,0313-5926,ECONOMICS,SSCI,"6,186",7.9,Q1,2.7,12.79%
LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,ELSEVIER,0169-2046,1872-6062,ECOLOGY,SCIE,"28,178",7.9,Q1,2.37,38.21%
LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,ELSEVIER,0169-2046,1872-6062,ENVIRONMENTAL STUDIES,SSCI,"28,178",7.9,Q1,2.37,38.21%
LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,ELSEVIER,0169-2046,1872-6062,GEOGRAPHY,SSCI,"28,178",7.9,Q1,2.37,38.21%
LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,ELSEVIER,0169-2046,1872-6062,"GEOGRAPHY, PHYSICAL",SCIE,"28,178",7.9,Q1,2.37,38.21%
LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,ELSEVIER,0169-2046,1872-6062,REGIONAL & URBAN PLANNING,SSCI,"28,178",7.9,Q1,2.37,38.21%
LANDSCAPE AND URBAN PLANNING,LANDSCAPE URBAN PLAN,ELSEVIER,0169-2046,1872-6062,URBAN STUDIES,SSCI,"28,178",7.9,Q1,2.37,38.21%
MECHANICAL SYSTEMS AND SIGNAL PROCESSING,MECH SYST SIGNAL PR,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0888-3270,1096-1216,"ENGINEERING, MECHANICAL",SCIE,"53,145",7.9,Q1,2.22,8.29%
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,IEEE T INTELL TRANSP,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1524-9050,1558-0016,"ENGINEERING, CIVIL",SCIE,"47,897",7.9,Q1,2.02,5.15%
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,IEEE T INTELL TRANSP,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1524-9050,1558-0016,"ENGINEERING, ELECTRICAL & ELECTRONIC",SCIE,"47,897",7.9,Q1,2.02,5.15%
IEEE TRANSACTIONS ON INTELLIGENT TRANSPORTATION SYSTEMS,IEEE T INTELL TRANSP,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,1524-9050,1558-0016,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"47,897",7.9,Q1,2.02,5.15%
JOURNAL OF AUTOIMMUNITY,J AUTOIMMUN,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,0896-8411,1095-9157,IMMUNOLOGY,SCIE,"10,604",7.9,Q1,1.88,30.06%
Cell Reports Physical Science,CELL REP PHYS SCI,CELL PRESS,N/A,2666-3864,"CHEMISTRY, MULTIDISCIPLINARY",SCIE,"8,388",7.9,Q1,1.46,98.45%
Cell Reports Physical Science,CELL REP PHYS SCI,CELL PRESS,N/A,2666-3864,ENERGY & FUELS,SCIE,"8,388",7.9,Q1,1.46,98.45%
Cell Reports Physical Science,CELL REP PHYS SCI,CELL PRESS,N/A,2666-3864,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"8,388",7.9,Q1,1.46,98.45%
Cell Reports Physical Science,CELL REP PHYS SCI,CELL PRESS,N/A,2666-3864,"PHYSICS, MULTIDISCIPLINARY",SCIE,"8,388",7.9,Q1,1.46,98.45%
Seminars in Immunopathology,SEMIN IMMUNOPATHOL,SPRINGER HEIDELBERG,1863-2297,1863-2300,IMMUNOLOGY,SCIE,"5,957",7.9,Q1,1.45,57.14%
Seminars in Immunopathology,SEMIN IMMUNOPATHOL,SPRINGER HEIDELBERG,1863-2297,1863-2300,PATHOLOGY,SCIE,"5,957",7.9,Q1,1.45,57.14%
IEEE Open Journal of Industry Applications,IEEE OPEN J IND APPL,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,N/A,2644-1241,"ENGINEERING, ELECTRICAL & ELECTRONIC",ESCI,466,7.9,Q1,1.27,100%
Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,ELSEVIER,2451-9103,2451-9103,"CHEMISTRY, PHYSICAL",SCIE,"7,942",7.9,Q1,0.55,16.56%
Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,ELSEVIER,2451-9103,2451-9103,ELECTROCHEMISTRY,SCIE,"7,942",7.9,Q1,0.55,16.56%
Current Opinion in Electrochemistry,CURR OPIN ELECTROCHE,ELSEVIER,2451-9103,2451-9103,"MATERIALS SCIENCE, MULTIDISCIPLINARY",SCIE,"7,942",7.9,Q1,0.55,16.56%
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,CURR OPIN COLLOID IN,ELSEVIER SCIENCE LONDON,1359-0294,1879-0399,"CHEMISTRY, PHYSICAL",SCIE,"8,471",7.9,Q1,0.44,24.88%
GOVERNMENT INFORMATION QUARTERLY,GOV INFORM Q,ELSEVIER INC,0740-624X,1872-9517,INFORMATION SCIENCE & LIBRARY SCIENCE,SSCI,"7,190",7.8,Q1,2.66,37.70%
INDUSTRIAL MARKETING MANAGEMENT,IND MARKET MANAG,ELSEVIER SCIENCE INC,0019-8501,1873-2062,BUSINESS,SSCI,"18,260",7.8,Q1,1.82,30.13%
INDUSTRIAL MARKETING MANAGEMENT,IND MARKET MANAG,ELSEVIER SCIENCE INC,0019-8501,1873-2062,MANAGEMENT,SSCI,"18,260",7.8,Q1,1.82,30.13%
Review of Managerial Science,REV MANAG SCI,SPRINGER HEIDELBERG,1863-6683,1863-6691,MANAGEMENT,SSCI,"3,448",7.8,Q1,1.38,52.09%
EUROPEAN JOURNAL OF EPIDEMIOLOGY,EUR J EPIDEMIOL,SPRINGER,0393-2990,1573-7284,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"13,856",7.7,Q1,2.66,64.08%
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,IEEE COMPUTER SOC,1536-1233,1558-0660,"COMPUTER SCIENCE, INFORMATION SYSTEMS",SCIE,"12,921",7.7,Q1,2.4,4.31%
IEEE TRANSACTIONS ON MOBILE COMPUTING,IEEE T MOBILE COMPUT,IEEE COMPUTER SOC,1536-1233,1558-0660,TELECOMMUNICATIONS,SCIE,"12,921",7.7,Q1,2.4,4.31%
COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,ELSEVIER SCI LTD,0168-1699,1872-7107,"AGRICULTURE, MULTIDISCIPLINARY",SCIE,"37,396",7.7,Q1,2.08,12.38%
COMPUTERS AND ELECTRONICS IN AGRICULTURE,COMPUT ELECTRON AGR,ELSEVIER SCI LTD,0168-1699,1872-7107,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"37,396",7.7,Q1,2.08,12.38%
Information Processing in Agriculture,INFORM PROCESS AGR,ELSEVIER,2214-3173,2214-3173,"AGRICULTURE, MULTIDISCIPLINARY",ESCI,"2,573",7.7,Q1,2.04,97.04%
Information Processing in Agriculture,INFORM PROCESS AGR,ELSEVIER,2214-3173,2214-3173,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",ESCI,"2,573",7.7,Q1,2.04,97.04%
ENVIRONMENTAL RESEARCH,ENVIRON RES,ACADEMIC PRESS INC ELSEVIER SCIENCE,0013-9351,1096-0953,ENVIRONMENTAL SCIENCES,SCIE,"69,733",7.7,Q1,1.96,12.90%
ENVIRONMENTAL RESEARCH,ENVIRON RES,ACADEMIC PRESS INC ELSEVIER SCIENCE,0013-9351,1096-0953,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",SCIE,"69,733",7.7,Q1,1.96,12.90%
JOURNAL OF BUSINESS VENTURING,J BUS VENTURING,ELSEVIER,0883-9026,1873-2003,BUSINESS,SSCI,"15,823",7.7,Q1,1.58,27.75%
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1084-8045,1095-8592,"COMPUTER SCIENCE, HARDWARE & ARCHITECTURE",SCIE,"10,327",7.7,Q1,1.57,11.55%
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1084-8045,1095-8592,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS",SCIE,"10,327",7.7,Q1,1.57,11.55%
JOURNAL OF NETWORK AND COMPUTER APPLICATIONS,J NETW COMPUT APPL,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,1084-8045,1095-8592,"COMPUTER SCIENCE, SOFTWARE ENGINEERING",SCIE,"10,327",7.7,Q1,1.57,11.55%
International Journal of Biological Macromolecules,INT J BIOL MACROMOL,ELSEVIER,0141-8130,1879-0003,BIOCHEMISTRY & MOLECULAR BIOLOGY,SCIE,"153,452",7.7,Q1,1.47,4.31%
International Journal of Biological Macromolecules,INT J BIOL MACROMOL,ELSEVIER,0141-8130,1879-0003,"CHEMISTRY, APPLIED",SCIE,"153,452",7.7,Q1,1.47,4.31%
International Journal of Biological Macromolecules,INT J BIOL MACROMOL,ELSEVIER,0141-8130,1879-0003,POLYMER SCIENCE,SCIE,"153,452",7.7,Q1,1.47,4.31%
CANCER AND METASTASIS REVIEWS,CANCER METAST REV,SPRINGER,0167-7659,1573-7233,ONCOLOGY,SCIE,"7,783",7.7,Q1,1.11,43.10%
Lancet Regional Health-Western Pacific,LANCET REG HEALTH-W,ELSEVIER,N/A,2666-6065,HEALTH CARE SCIENCES & SERVICES,SCIE,"3,049",7.6,Q1,2.51,75.48%
Lancet Regional Health-Western Pacific,LANCET REG HEALTH-W,ELSEVIER,N/A,2666-6065,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH","SCIE, SSCI","3,049",7.6,Q1,2.51,75.48%
TELEMATICS AND INFORMATICS,TELEMAT INFORM,ELSEVIER,0736-5853,N/A,INFORMATION SCIENCE & LIBRARY SCIENCE,SSCI,"8,387",7.6,Q1,2.34,13.37%
Journal of the National Cancer Center,J NATL CANCER CTR,ELSEVIER,2667-0054,2667-0054,ONCOLOGY,ESCI,403,7.6,Q1,2.18,97.59%
Journal of Hospitality and Tourism Management,J HOSP TOUR MANAG,ELSEVIER,1447-6770,1839-5260,"HOSPITALITY, LEISURE, SPORT & TOURISM",SSCI,"6,820",7.6,Q1,1.97,0.18%
Journal of Hospitality and Tourism Management,J HOSP TOUR MANAG,ELSEVIER,1447-6770,1839-5260,MANAGEMENT,SSCI,"6,820",7.6,Q1,1.97,0.18%
Brain Stimulation,BRAIN STIMUL,ELSEVIER SCIENCE INC,1935-861X,1876-4754,CLINICAL NEUROLOGY,SCIE,"10,783",7.6,Q1,1.8,80.67%
Brain Stimulation,BRAIN STIMUL,ELSEVIER SCIENCE INC,1935-861X,1876-4754,NEUROSCIENCES,SCIE,"10,783",7.6,Q1,1.8,80.67%
TRANSPORTATION RESEARCH PART C-EMERGING TECHNOLOGIES,TRANSPORT RES C-EMER,PERGAMON-ELSEVIER SCIENCE LTD,0968-090X,1879-2359,TRANSPORTATION SCIENCE & TECHNOLOGY,SCIE,"27,658",7.6,Q1,1.7,21.03%
EUROPEAN JOURNAL OF CANCER,EUR J CANCER,ELSEVIER SCI LTD,0959-8049,1879-0852,ONCOLOGY,SCIE,"38,171",7.6,Q1,1.69,34.09%
International Journal of Applied Earth Observation and Geoinformation,INT J APPL EARTH OBS,ELSEVIER,1569-8432,1872-826X,REMOTE SENSING,SCIE,"18,846",7.6,Q1,1.56,97.15%
ENVIRONMENTAL POLLUTION,ENVIRON POLLUT,ELSEVIER SCI LTD,0269-7491,1873-6424,ENVIRONMENTAL SCIENCES,SCIE,"126,815",7.6,Q1,1.5,11.54%
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,PERGAMON-ELSEVIER SCIENCE LTD,0149-7634,1873-7528,BEHAVIORAL SCIENCES,SCIE,"40,541",7.6,Q1,1.49,32.48%
NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,NEUROSCI BIOBEHAV R,PERGAMON-ELSEVIER SCIENCE LTD,0149-7634,1873-7528,NEUROSCIENCES,SCIE,"40,541",7.6,Q1,1.49,32.48%
