Position,Institution,Country/territory,Count,Share
6133,Washington Center for Weight Management and Research (WTMGMT),United States of America (USA),2,0.202020202
6133,National Power Company of Iceland,Iceland,2,0.202020202
6134,"Shenzhen Desay Battery Co., Ltd.",China,2,0.201923077
6134,Berliner Wasserbetriebe (BWB),Germany,2,0.201923077
6135,National Health Insurance Service (NHIS),South Korea,3,0.201680672
6136,Australian and New Zealand Intensive Care Society (ANZICS),Australia,4,0.201566952
6137,Chulabhorn Royal Academy (CRA),Thailand,3,0.201426025
6138,"NRG Oncology Foundation, Inc.",United States of America (USA),4,0.201388889
6139,Saskatchewan Health Authority,Canada,2,0.201149425
6140,Chongzhou People's Hospital,China,3,0.201048951
6141,"University of Agriculture, Faisalabad (UAF)",Pakistan,2,0.200691085
6142,Shiga University,Japan,3,0.200498575
6143,Catholic University of Portugal (UCP),Portugal,4,0.200385792
6144,Guru Angad Dev Veterinary and Animal Sciences University,India,2,0.200345543
6144,A.T. Still University of Health Sciences (ATSU),United States of America (USA),2,0.200345543
6145,Catholic University of Daegu,South Korea,4,0.200282448
6146,"Beijing SinoGaN Semiconductor Technology Co., Ltd",China,5,0.200245098
6147,Zoneca-CENEX,Mexico,3,0.20021645
6148,Wakayama University,Japan,3,0.200046685
6149,Physical Sciences Laboratory (PSL),United States of America (USA),2,0.2
6149,"Hospital Pronto Socorro Platão Araújo,",Brazil,2,0.2
6149,Fundação de Vigilância em Saúde do Amazonas (FVS/AM),Brazil,2,0.2
6149,Kanta-Häme Central Hospital,Finland,2,0.2
6149,Suzhou CASENS,China,2,0.2
6149,Nature Seychelles,Seychelles,2,0.2
6149,Valence Labs,Canada,1,0.2
6149,International Institute for Management Development (IMD),Switzerland,1,0.2
6149,Centre intégré de santé et de services sociaux de Laval (CISSS de Laval),Canada,1,0.2
6149,Marlow Foods Limited,United Kingdom (UK),1,0.2
6149,EOLAS Insight,United Kingdom (UK),1,0.2
6149,2Prime,United Kingdom (UK),1,0.2
6149,Liverpool Hope University,United Kingdom (UK),1,0.2
6149,Faradion Limited,United Kingdom (UK),1,0.2
6149,Global 50/50,United Kingdom (UK),1,0.2
6149,Culture Collection of Algae and Protozoa (CCAP),United Kingdom (UK),1,0.2
6149,Scott Bader Company Limited,United Kingdom (UK),1,0.2
6149,NHS Health Education England,United Kingdom (UK),1,0.2
6149,Water Research Centre Ltd (WRc),United Kingdom (UK),1,0.2
6149,CellSpex,United Kingdom (UK),1,0.2
6149,St Mary's University,United Kingdom (UK),1,0.2
6149,Aurinia,Canada,1,0.2
6149,AbCellera Biologics Inc.,Canada,1,0.2
6149,RKS Laboratories Ltd,Canada,1,0.2
6149,Flex-N-Gate,Canada,1,0.2
6149,"Transportation and Environmental Services Department, Regional Municipality of Waterloo",Canada,1,0.2
6149,Universidad de Ciencias y Artes de Chiapas (UNICACH),Mexico,1,0.2
6149,Cepheid,United States of America (USA),1,0.2
6149,Artemis Dx,United States of America (USA),1,0.2
6149,Alabama College of Osteopathic Medicine,United States of America (USA),1,0.2
6149,Isoformix Inc.,United States of America (USA),1,0.2
6149,Wood River Field Services,United States of America (USA),1,0.2
6149,Council on Foreign Relations,United States of America (USA),1,0.2
6149,Young Harris College,United States of America (USA),1,0.2
6149,3rd Rock Research,United States of America (USA),1,0.2
6149,"Gordon Cutler Consultancy, LLC",United States of America (USA),1,0.2
6149,Bridgewater College,United States of America (USA),1,0.2
6149,DynaFrax UG,Germany,1,0.2
6149,"DIMENC Direction de l'Industrie, des Mines et de l'Energie",France,1,0.2
6149,Axel’One,France,1,0.2
6149,French Athletics Federation,France,1,0.2
6149,Mondego Science,France,1,0.2
6149,Specific Polymers,France,1,0.2
6149,OceanDataLab,France,1,0.2
6149,PCO AG,Germany,1,0.2
6149,Nanion Technologies GmbH,Germany,1,0.2
6149,Grintech GmbH,Germany,1,0.2
6149,Kaia Health GmbH,Germany,1,0.2
6149,German pension insurance,Germany,1,0.2
6149,attyloid GmbH,Germany,1,0.2
6149,University of Hagen,Germany,1,0.2
6149,Symrise AG,Germany,1,0.2
6149,St. Elisabethen Hospital Frankfurt,Germany,1,0.2
6149,Global Market Access Solutions Sarl (GMAS),Switzerland,1,0.2
6149,Coreva Scientific,Germany,1,0.2
6149,Sotiria General Hospital,Greece,1,0.2
6149,Association for Regional Development and Mental Health (EPAPSY),Greece,1,0.2
6149,BeDimensional,Italy,1,0.2
6149,Hospital Santa Joana,Portugal,1,0.2
6149,Synergy University,Russia,1,0.2
6149,Russian State Hydrometeorological University (RSHU),Russia,1,0.2
6149,Institute of General and Physical Chemistry (IGPT),Serbia,1,0.2
6149,Prievidza Chemical Society (PChS),Slovakia,1,0.2
6149,Skid Visual Science,Spain,1,0.2
6149,ZeClinics SL,Spain,1,0.2
6149,Marginal Carbon AB,Sweden,1,0.2
6149,Oriflame Cosmetics,Sweden,1,0.2
6149,Synple Chem AG,Switzerland,1,0.2
6149,Prefeitura Municipal de Niterói,Brazil,1,0.2
6149,State University of New York at Geneseo (SUNY Geneseo),United States of America (USA),1,0.2
6149,VIVUS,United States of America (USA),1,0.2
6149,Deerfield Management Company,United States of America (USA),1,0.2
6149,Rocky Vista University (RVU),United States of America (USA),1,0.2
6149,Ausable Freshwater Center,United States of America (USA),1,0.2
6149,Curia,United States of America (USA),1,0.2
6149,Pasadena City College,United States of America (USA),1,0.2
6149,Salt River Project (SRP),United States of America (USA),1,0.2
6149,Ventura County Medical Center (VCMC),United States of America (USA),1,0.2
6149,Hyperemesis Education and Research Foundation (HER Foundation),United States of America (USA),1,0.2
6149,Stroud Water Research Center,United States of America (USA),1,0.2
6149,"HTX Technologies, LLC",United States of America (USA),1,0.2
6149,California Geological Survey (CGS),United States of America (USA),1,0.2
6149,PacifiCorp,United States of America (USA),1,0.2
6149,The Museum of Modern Art,United States of America (USA),1,0.2
6149,LUNGevity Foundation,United States of America (USA),1,0.2
6149,Polícia Civil do Distrito Federal,Brazil,1,0.2
6149,Amapá Superintendência de Vigilância em Saúde,Brazil,1,0.2
6149,Brazilian Meteor Observation Network (BRAMON),Brazil,1,0.2
6149,Embrapa Gado de Leite,Brazil,1,0.2
6149,Centro Nacional de Inteligencia Artificial (CENIA),Chile,1,0.2
6149,Simón Bolívar University (USB),Venezuela,1,0.2
6149,Shahid Rajaee Teacher Training University (SRTTU),Iran,1,0.2
6149,Tel-Hai College,Israel,1,0.2
6149,Pakistan Space and Upper Atmosphere Research Commission (SUPARCO),Pakistan,1,0.2
6149,Rawalpindi Leprosy Hospital,Pakistan,1,0.2
6149,Palestinian Central Bureau of Statistics (PCBS),Palestinian territories,1,0.2
6149,Namik Kemal University,Turkey,1,0.2
6149,Beylikduzu State Hospital,Turkey,1,0.2
6149,Minjiang Teachers College,China,1,0.2
6149,OMNY Health,United States of America (USA),1,0.2
6149,United State Gypsum Co.,United States of America (USA),1,0.2
6149,Lane Tech College Prep High School,United States of America (USA),1,0.2
6149,Alcoa Technical Center (Alcoa),United States of America (USA),1,0.2
6149,INTERA Inc.,United States of America (USA),1,0.2
6149,DataClassroom Inc.,United States of America (USA),1,0.2
6149,Grinnell College,United States of America (USA),1,0.2
6149,"iAdvocate, Inc.",United States of America (USA),1,0.2
6149,Physician Care Clinical Research,United States of America (USA),1,0.2
6149,"Coologics, Inc.",United States of America (USA),1,0.2
6149,Global Medical Knowledge Alliance (GMKA),United States of America (USA),1,0.2
6149,Arbor Hospice,United States of America (USA),1,0.2
6149,Child and Adolescent Services Research Center (CASRC),United States of America (USA),1,0.2
6149,Utah Department of Environmental Quality (DEQ),United States of America (USA),1,0.2
6149,"Activated Research Company, LLC (ARC)",United States of America (USA),1,0.2
6149,Ross University School of Medicine (RUSM),United States of America (USA),1,0.2
6149,Chinese for Affirmative Action (CAA),United States of America (USA),1,0.2
6149,"Adroit Materials, Inc.",United States of America (USA),1,0.2
6149,Cinder Biological Inc.,United States of America (USA),1,0.2
6149,Tisch MS Research Center of New York,United States of America (USA),1,0.2
6149,Resource Innovations Inc.,United States of America (USA),1,0.2
6149,"Fertility Center of San Antonio,",United States of America (USA),1,0.2
6149,Parkland Center for Clinical Innovation (PCCI),United States of America (USA),1,0.2
6149,Headwaters Corporation,United States of America (USA),1,0.2
6149,"Paradox Nutrition, LLC.",United States of America (USA),1,0.2
6149,Clearas Water Recovery,United States of America (USA),1,0.2
6149,Vance Thompson Vision,United States of America (USA),1,0.2
6149,"Cangrade, Inc.",United States of America (USA),1,0.2
6149,Massachusetts Water Resources Authority (MWRA),United States of America (USA),1,0.2
6149,The ROS1ders,United States of America (USA),1,0.2
6149,EGFR Resisters,United States of America (USA),1,0.2
6149,Gaomi Municipal Public Utilities Service Center,China,1,0.2
6149,Hangzhou Xuejun High School,China,1,0.2
6149,Shaanxi Xian New Area Water Affairs Group,China,1,0.2
6149,Suzhou Water Supply Company Limited,China,1,0.2
6149,Guizhou Light Industry Technical College,China,1,0.2
6149,Changsha Environmental Protection College,China,1,0.2
6149,"Shanghai Anyikang Biotechnology Co., Ltd.",China,1,0.2
6149,Shenyang Institute of Engineering,China,1,0.2
6149,Baoding First Central Hospital,China,1,0.2
6149,Shanghai Qiyang Testing Technology Co.,China,1,0.2
6149,"Yuansheng Biotechnology Co., Ltd.",China,1,0.2
6149,Hunan Museum,China,1,0.2
6149,Sichuan Institute of Atomic Energy,China,1,0.2
6149,Environmental Science Research and Design Institute of Zhejiang Province,China,1,0.2
6149,"Anshun Qian Chen Intelligent Material Technology Co., Ltd.",China,1,0.2
6149,Wenzhou-Kean University (WKU),China,1,0.2
6149,Qingdao City University (QCU),China,1,0.2
6149,"Jinling Pharmaceutical Co., Ltd.",China,1,0.2
6149,"Wuhan Neuracom Technology Development Co., Ltd.",China,1,0.2
6149,Changsha Stomatological Hospital,China,1,0.2
6149,"Xuanzhu Biopharmaceutical Co., Ltd.",China,1,0.2
6149,Electroxolve Technology,China,1,0.2
6149,Zybio Inc,China,1,0.2
6149,Berma Technology Group,China,1,0.2
6149,Chongqing Municipal People's Government,China,1,0.2
6149,Infervision,China,1,0.2
6149,Chaowei Power Group Co. Ltd,China,1,0.2
6149,Nanjing Xiaozhuang University,China,1,0.2
6149,ANTA Sports Products Limited,China,1,0.2
6149,"Shenzhen Rhegen Biotechnology Co., Ltd",China,1,0.2
6149,"Hong Kong Tuberculosis, Chest and Heart Diseases Association",China,1,0.2
6149,WMAwater Pty Ltd,Australia,1,0.2
6149,Fairtility,Israel,1,0.2
6149,Teijin Ltd.,Japan,1,0.2
6149,University of Béjaïa,Algeria,1,0.2
6149,University of Bertoua,Cameroon,1,0.2
6149,University of Liberia,Liberia,1,0.2
6149,Université Sultan Moulay Slimane (USMS),Morocco,1,0.2
6149,Sacred Heart Hospital - Lantoro Abeokuta,Nigeria,1,0.2
6149,regate Island Foundation,Seychelles,1,0.2
6149,Cousine Island Company,Seychelles,1,0.2
6149,University of Mpumalanga (UMP),South Africa,1,0.2
6149,National Heritage Institute (INP),Tunisia,1,0.2
6149,Oxfam,Uganda,1,0.2
6149,Rosemary Sharpin - Bacterial Forensics (BFS) Pty Ltd.,Australia,1,0.2
6149,Nomad Atomics,Australia,1,0.2
6149,Woodside Energy Ltd.,Australia,1,0.2
6149,Soitec S.A.,France,1,0.2
6149,Loam Bio,Australia,1,0.2
6149,Li-S Energy,Australia,1,0.2
6149,Ionic Industries,Australia,1,0.2
6149,Bangamata Sheikh Fojilatunnesa Mujib Science and Technology University (BSFMSTU),Bangladesh,1,0.2
6149,Rajshahi University of Engineering and Technology,Bangladesh,1,0.2
6149,"Ningbo Kaseen Ecology Technology Co., Ltd",China,1,0.2
6149,Institute of Strategic Emerging Materials,China,1,0.2
6149,O-Spheres Limited,China,1,0.2
6149,Yancheng Third People's Hospital,China,1,0.2
6149,EVE Energy Company Limited,China,1,0.2
6149,"Guangdong Wamo New Material Technology Co., Ltd.",China,1,0.2
6149,"Hangzhou Shangcheng District Municipal Engineering Group Co., Ltd",China,1,0.2
6149,Shoulder Electronics Limited,China,1,0.2
6149,"Tera Aurora Electro-optics Technology Co., Ltd",China,1,0.2
6149,Cosmax RI Center,South Korea,1,0.2
6149,"National Institute of Technology, Toyama College",Japan,1,0.2
6149,Fukuoka Institute of Technology (FIT),Japan,1,0.2
6149,Research Association of High-Throughput Design and Development for Advanced Functional Materials,Japan,1,0.2
6149,"National Institute of Technology, Ibaraki College",Japan,1,0.2
6149,ID Pharma Co. Ltd,Japan,1,0.2
6149,"Disaster Prevention Research Institute, Kyoto University",Japan,1,0.2
6149,Himeji Dokkyo University,Japan,1,0.2
6149,Sumika Chemical Analysis Service (SCAS),Japan,1,0.2
6149,University of Fukuchiyama,Japan,1,0.2
6149,Fertility Associates,New Zealand,1,0.2
6149,Coral Reef Research Foundation (CRRF),Palau,1,0.2
6149,Nanosun Pte Ltd,Singapore,1,0.2
6149,Meiden Singapore Pte Ltd,Singapore,1,0.2
6149,Seoul Viosys,South Korea,1,0.2
6149,ISAC Research Inc.,South Korea,1,0.2
6149,Baguio City Health Services Office,Philippines,1,0.2
6149,Korea Institute of Oriental Medicine (KIOM),South Korea,1,0.2
6149,eMemory Technology Inc.,Taiwan,1,0.2
6149,Powerchip Semiconductor Manufacturing Corporation,Taiwan,1,0.2
6149,Nakhon Si Thammarat Rajabhat University (NSTRU),Thailand,1,0.2
6149,4DPharma Research Ltd.,United Kingdom (UK),1,0.2
6149,Biological Station Lake Neusiedl,Austria,1,0.2
6149,Comprehensive Nuclear-Test-Ban Treaty Organization (CTBTO),Austria,1,0.2
6149,University of Applied Sciences Salzburg (SUAS),Austria,1,0.2
6149,Arb Research,Czech Republic,1,0.2
6149,EnviDan A/S,Denmark,1,0.2
6149,University College South Denmark (UC SYD),Denmark,1,0.2
6149,Fagligt selskab af Kliniske Diætister (FaKD),Denmark,1,0.2
6149,Measurlabs,Finland,1,0.2
6149,"Guangzhou Baiyun Technology Co., LTD",China,1,0.2
6149,"Xindayu Environmental Technology (Guangdong) Group Co., Ltd.",China,1,0.2
6149,Institute of Cultural Relics and Archaeology in Xinjiang,China,1,0.2
6149,Linchr New Energy,China,1,0.2
6149,SEMCORP,China,1,0.2
6149,Civil and Engineering Development Department of The Government of Hong Kong SAR,China,1,0.2
6149,"National Institute of Occupational Safety and Health, Japan",Japan,1,0.2
6149,Access Arctic,France,1,0.2
6149,SUPERMENIS,China,1,0.2
6149,Anhui Iprocom Biological Technology,China,1,0.2
6149,Arclight Quantum Computing Inc,China,1,0.2
6149,"Zhejiang Kangjiesi New Material Technology Co., Ltd",China,1,0.2
6149,Beijing Supracirc Biotechnology,China,1,0.2
6149,Xinjiang College of Science and Technology,China,1,0.2
6149,Guangxi Animal Centers for Disease Control,China,1,0.2
6149,Anhui Environmental Science and Technology Group Co. Ltd,China,1,0.2
6149,"Shandong Haihua Co.,Ltd.",China,1,0.2
6149,Shandong Xiehe University,China,1,0.2
6149,Sri Guru Gobind Singh College,India,1,0.2
6149,Bansal Hospital (BH),India,1,0.2
6149,Extrovis,India,1,0.2
6149,Tumkur University,India,1,0.2
6149,Health Equity Action Learnings (HEAL) Foundation,India,1,0.2
6149,SAM Global University,India,1,0.2
6149,Institute of Advanced Study in Science and Technology (IASST),India,1,0.2
6149,Babasaheb Bhimrao Ambedkar University (BBAU),India,1,0.2
6149,"Qingdao Hightop Biotech Co., Ltd.",China,1,0.2
6149,Fiji Ministry of Health,Fiji,1,0.2
6149,QIS College of Engineering and Technology,India,1,0.2
6149,"National Institute of Technical Teachers' Training and Research (NITTTR), Kolkata",India,1,0.2
6149,VA Tech Wabag Ltd. (WABAG),India,1,0.2
6149,SankhyaSutra Labs Pvt. Ltd.,India,1,0.2
6149,University of Technology of Compiègne (UTC),France,4,0.2
6149,Universitas Mercatorum,Italy,4,0.2
6149,Royal University of Bhutan,Bhutan,2,0.2
6149,Trinity College Cambridge,United Kingdom (UK),2,0.2
6149,Perley Health,Canada,2,0.2
6149,Hefei Cancer Early Screening Innovation Technology Institute,China,1,0.2
6149,"Southeast Radiation Oncology Group, P.A. (SERO)",United States of America (USA),1,0.2
6149,Gennao Bio,United States of America (USA),1,0.2
6150,Guangzhou Brain Hospital,China,4,0.199751694
6151,International Joint Research Center for Persistent Toxic Substances (IJRC-PTS),China,1,0.1995671
6152,General Hospital of Mexico,Mexico,4,0.199074074
